ros_time_sec,ground_truth_x,ground_truth_y,ground_truth_z,raw_gnss_lat,raw_gnss_lon,raw_gnss_alt,rtk_lat,rtk_lon,rtk_alt,raw_gnss_error_m,rtk_error_m,raw_gnss_std_m,rtk_std_m,improvement_pct,rtk_status_code,rtk_status_name,rtk_accuracy_m,correction_available,correction_quality,correction_age_sec,correction_sequence_id
1779301519.3210,0.0000,0.0000,0.2270,39.98099705,116.34397272,52.9156,39.98099985,116.34400005,50.1743,3.5712,0.0555,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,74
1779301519.4211,0.0000,0.0000,0.2270,39.98099906,116.34402427,47.5919,39.98099966,116.34399967,50.2230,3.3529,0.0475,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,74
1779301519.5214,0.0000,0.0000,0.2270,39.98099322,116.34400365,51.3926,39.98100029,116.34400003,50.2163,1.4230,0.0337,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,75
1779301519.6211,0.0000,0.0000,0.2270,39.98099239,116.34405355,48.8720,39.98099994,116.34399964,50.1754,4.8394,0.0604,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,75
1779301519.7211,0.0000,0.0000,0.2270,39.98097433,116.34400518,50.4695,39.98099990,116.34399952,50.2451,2.9021,0.0459,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,76
1779301519.8211,0.0000,0.0000,0.2270,39.98098547,116.34404052,50.0015,39.98099977,116.34399975,50.2056,3.8223,0.0402,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,76
1779301519.9211,0.0000,0.0000,0.2270,39.98099342,116.34401449,53.6010,39.98099973,116.34400015,50.2160,3.6671,0.0346,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,77
1779301520.0211,0.0000,0.0000,0.2270,39.98101078,116.34398590,47.7688,39.98099984,116.34399953,50.2475,2.9882,0.0485,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,77
1779301520.1211,0.0000,0.0000,0.2270,39.98101860,116.34402168,51.0217,39.98100021,116.34399997,50.1927,2.8880,0.0419,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,78
1779301520.2213,0.0000,0.0000,0.2270,39.98100588,116.34396756,48.7185,39.98100003,116.34399998,50.2344,3.2188,0.0085,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,78
1779301520.3211,0.0000,0.0000,0.2270,39.98101121,116.34401649,50.5195,39.98100003,116.34399984,50.2091,1.9032,0.0225,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,79
1779301520.4211,0.0000,0.0000,0.2270,39.98103528,116.34399655,50.5003,39.98099981,116.34400016,50.2576,3.9478,0.0396,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,79
1779301520.5219,0.0000,0.0000,0.2270,39.98101034,116.34401337,50.5493,39.98100034,116.34400036,50.2355,1.6521,0.0499,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,80
1779301520.6211,0.0000,0.0000,0.2270,39.98101205,116.34399798,48.8708,39.98099999,116.34399975,50.1748,1.9156,0.0565,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,80
1779301520.7211,0.0000,0.0000,0.2270,39.98098703,116.34401455,49.5198,39.98100001,116.34399992,50.2167,2.0316,0.0122,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,81
1779301520.8212,0.0000,0.0000,0.2270,39.98099920,116.34399882,49.5565,39.98100029,116.34399973,50.1639,0.6840,0.0747,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,81
1779301520.9211,0.0000,0.0000,0.2270,39.98099368,116.34399638,50.8552,39.98099987,116.34399949,50.2239,0.9922,0.0462,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,82
1779301521.0212,0.0000,0.0000,0.2270,39.98100448,116.34401882,48.4518,39.98100024,116.34399983,50.1910,2.4446,0.0471,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,82
1779301521.1212,0.0000,0.0000,0.2270,39.98099988,116.34399862,49.6483,39.98099989,116.34400095,50.2405,0.5907,0.0829,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,83
1779301521.2211,0.0000,0.0000,0.2270,39.98100711,116.34398652,51.5332,39.98099999,116.34399979,50.2001,1.9115,0.0322,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,83
1779301521.3215,0.0000,0.0000,0.2270,39.98101397,116.34397988,49.3960,39.98100048,116.34399915,50.2029,2.4609,0.0929,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,84
1779301521.4210,0.0000,0.0000,0.2270,39.98102211,116.34399567,50.0144,39.98099967,116.34399994,50.1780,2.4980,0.0615,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,84
1779301521.5210,0.0000,0.0000,0.2270,39.98100489,116.34399707,50.6853,39.98100001,116.34399983,50.1719,0.7540,0.0570,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,85
1779301521.6211,0.0000,0.0000,0.2270,39.98100217,116.34400809,53.1875,39.98099975,116.34400000,50.2255,3.0495,0.0283,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,85
1779301521.7211,0.0000,0.0000,0.2270,39.98100586,116.34399424,50.2673,39.98099956,116.34399956,50.2349,0.8177,0.0624,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,86
1779301521.8211,0.0000,0.0000,0.2270,39.98100107,116.34402432,51.4469,39.98100007,116.34400036,50.2026,2.4097,0.0398,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,86
1779301521.9211,0.0000,0.0000,0.2270,39.98101626,116.34400343,51.0218,39.98099988,116.34400026,50.2209,1.9990,0.0271,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,87
1779301522.0212,0.0000,0.0000,0.2270,39.98099931,116.34399791,51.9789,39.98100001,116.34399917,50.2246,1.7626,0.0705,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,87
1779301522.1218,0.0000,0.0000,0.2270,39.98100905,116.34397588,49.1402,39.98100050,116.34399987,50.2573,2.5355,0.0641,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,88
1779301522.2211,0.0000,0.0000,0.2270,39.98100513,116.34401010,49.9800,39.98100022,116.34400070,50.2045,1.0629,0.0684,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,88
1779301522.3211,0.0000,0.0000,0.2270,39.98100764,116.34397538,50.1432,39.98100012,116.34399950,50.2189,2.2673,0.0455,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,89
1779301522.4211,0.0000,0.0000,0.2270,39.98100595,116.34400933,49.3146,39.98099987,116.34400022,50.2140,1.3803,0.0274,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,89
1779301522.5211,0.0000,0.0000,0.2270,39.98101524,116.34399064,49.8061,39.98100048,116.34400048,50.2048,1.9216,0.0711,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,90
1779301522.6211,0.0000,0.0000,0.2270,39.98101407,116.34394863,49.7140,39.98099984,116.34399970,50.2146,4.6814,0.0338,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,90
1779301522.7211,0.0000,0.0000,0.2270,39.98100215,116.34402281,52.1524,39.98099992,116.34400017,50.2153,2.7479,0.0210,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,91
1779301522.8211,0.0000,0.0000,0.2270,39.98101105,116.34400988,51.7222,39.98100005,116.34399991,50.2445,2.1118,0.0199,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,91
1779301522.9211,0.0000,0.0000,0.2270,39.98098471,116.34399325,49.0176,39.98100018,116.34399992,50.2648,2.1662,0.0433,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,92
1779301523.0211,0.0000,0.0000,0.2270,39.98099195,116.34397615,49.6902,39.98099986,116.34400028,50.2141,2.2866,0.0314,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,92
1779301523.1217,0.0000,0.0000,0.2270,39.98100651,116.34397517,49.9849,39.98099993,116.34399977,50.2608,2.2517,0.0399,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,93
1779301523.2211,0.0000,0.0000,0.2270,39.98098866,116.34398233,52.1054,39.98100018,116.34400003,50.2391,2.7192,0.0235,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,93
1779301523.3211,0.0000,0.0000,0.2270,39.98099531,116.34399938,51.4743,39.98100029,116.34400041,50.1914,1.3534,0.0595,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,94
1779301523.4212,0.0000,0.0000,0.2270,39.98099518,116.34402295,49.0945,39.98100022,116.34399994,50.2432,2.3243,0.0302,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,94
1779301523.5211,0.0000,0.0000,0.2270,39.98101129,116.34399551,50.4368,39.98099981,116.34399980,50.2393,1.3302,0.0300,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,95
1779301523.6211,0.0000,0.0000,0.2270,39.98098147,116.34399855,51.4977,39.98100043,116.34399983,50.1849,2.4263,0.0653,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,95
1779301523.7211,0.0000,0.0000,0.2270,39.98099057,116.34399682,48.7639,39.98100048,116.34399983,50.2313,1.8212,0.0553,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,96
1779301523.8211,0.0000,0.0000,0.2270,39.98097536,116.34398608,47.6450,39.98099983,116.34399981,50.2203,3.9498,0.0258,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,96
1779301523.9211,0.0000,0.0000,0.2270,39.98099876,116.34396004,51.7686,39.98099949,116.34400057,50.2030,3.7432,0.0786,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,97
1779301524.0212,0.0000,0.0000,0.2270,39.98100196,116.34398498,48.3973,39.98100001,116.34400059,50.2233,2.2444,0.0506,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,97
1779301524.1211,0.0000,0.0000,0.2270,39.98099978,116.34402801,50.8275,39.98099963,116.34399974,50.2087,2.4635,0.0503,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,98
1779301524.2211,0.0000,0.0000,0.2270,39.98100853,116.34403846,50.6388,39.98100025,116.34399966,50.1863,3.4399,0.0571,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,98
1779301524.3211,0.0000,0.0000,0.2270,39.98099247,116.34397244,53.1587,39.98099988,116.34400067,50.2068,3.8501,0.0619,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,99
1779301524.4211,0.0000,0.0000,0.2270,39.98100105,116.34397115,50.4700,39.98100025,116.34400028,50.2211,2.4753,0.0366,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,99
1779301524.5210,0.0000,0.0000,0.2270,39.98099056,116.34400978,51.0326,39.98100012,116.34399982,50.2384,1.5650,0.0235,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,100
1779301524.6211,0.0000,0.0000,0.2270,39.98101071,116.34400121,47.8714,39.98099993,116.34399963,50.1837,2.6420,0.0544,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,100
1779301524.7210,0.0000,0.0000,0.2270,39.98099495,116.34399285,52.1915,39.98100028,116.34400005,50.2361,2.1325,0.0325,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,101
1779301524.8210,0.0000,0.0000,0.2270,39.98100180,116.34399058,51.3211,39.98099996,116.34400042,50.1776,1.3722,0.0612,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,101
1779301524.9211,0.0000,0.0000,0.2270,39.98099560,116.34396979,46.7201,39.98100016,116.34400063,50.2079,4.3792,0.0599,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,102
1779301525.0210,0.0000,0.0000,0.2270,39.98101385,116.34398049,48.5565,39.98099979,116.34399964,50.2304,2.8177,0.0384,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,102
1779301525.1210,0.0000,0.0000,0.2270,39.98101607,116.34401092,51.7945,39.98100028,116.34400000,50.2069,2.5543,0.0366,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,103
1779301525.2211,0.0000,0.0000,0.2270,39.98099096,116.34396798,49.0176,39.98099974,116.34399978,50.2132,3.1522,0.0371,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,103
1779301525.3211,0.0000,0.0000,0.2270,39.98102311,116.34401090,47.6390,39.98099979,116.34399955,50.2500,3.7660,0.0508,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,104
1779301525.4211,0.0000,0.0000,0.2270,39.98099024,116.34399640,51.3021,39.98099999,116.34400034,50.2025,1.5589,0.0377,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,104
1779301525.5211,0.0000,0.0000,0.2270,39.98099686,116.34400475,49.8655,39.98100025,116.34399982,50.2345,0.6461,0.0326,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,105
1779301525.6211,0.0000,0.0000,0.2270,39.98101801,116.34401821,50.9155,39.98100028,116.34399982,50.2410,2.6278,0.0374,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,105
1779301525.7212,0.0000,0.0000,0.2270,39.98100418,116.34404578,51.2735,39.98099997,116.34400010,50.2192,4.0695,0.0120,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,106
1779301525.8211,0.0000,0.0000,0.2270,39.98100702,116.34400517,51.9586,39.98099988,116.34400011,50.2172,1.9505,0.0194,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,106
1779301525.9211,0.0000,0.0000,0.2270,39.98102238,116.34397674,49.4152,39.98100007,116.34400034,50.2361,3.2872,0.0315,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,107
1779301526.0213,0.0000,0.0000,0.2270,39.98098938,116.34399793,48.7742,39.98100003,116.34400061,50.2608,1.8810,0.0620,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,107
1779301526.1211,0.0000,0.0000,0.2270,39.98099446,116.34402435,50.8623,39.98099969,116.34400002,50.2214,2.2580,0.0352,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,108
1779301526.2211,0.0000,0.0000,0.2270,39.98099328,116.34401033,49.7397,39.98100057,116.34399994,50.1720,1.2547,0.0841,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,108
1779301526.3211,0.0000,0.0000,0.2270,39.98099659,116.34400882,49.2660,39.98100018,116.34399990,50.2487,1.2783,0.0307,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,109
1779301526.4212,0.0000,0.0000,0.2270,39.98101472,116.34400327,52.1302,39.98099985,116.34400029,50.2418,2.5272,0.0330,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,109
1779301526.5217,0.0000,0.0000,0.2270,39.98098901,116.34400878,47.8728,39.98100002,116.34399929,50.2359,2.7567,0.0614,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,110
1779301526.6211,0.0000,0.0000,0.2270,39.98101409,116.34397922,50.4553,39.98100010,116.34400047,50.1950,2.3783,0.0528,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,110
1779301526.7211,0.0000,0.0000,0.2270,39.98100903,116.34400806,49.4056,39.98100003,116.34399949,50.1970,1.4689,0.0527,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,111
1779301526.8211,0.0000,0.0000,0.2270,39.98099451,116.34401971,52.8139,39.98100004,116.34399925,50.2699,3.1452,0.0769,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,111
1779301526.9211,0.0000,0.0000,0.2270,39.98099785,116.34398434,49.6224,39.98100007,116.34399976,50.1881,1.4852,0.0446,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,112
1779301527.0211,0.0000,0.0000,0.2270,39.98100695,116.34399805,49.9044,39.98100028,116.34399965,50.2489,0.8549,0.0483,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,112
1779301527.1212,0.0000,0.0000,0.2270,39.98098256,116.34398169,48.7991,39.98100007,116.34400019,50.2507,2.8716,0.0300,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,113
1779301527.2211,0.0000,0.0000,0.2270,39.98098754,116.34399426,51.6053,39.98100005,116.34399981,50.1805,2.0157,0.0497,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,113
1779301527.3211,0.0000,0.0000,0.2270,39.98101360,116.34398998,49.1526,39.98099937,116.34400029,50.2102,2.0439,0.0760,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,114
1779301527.4212,0.0000,0.0000,0.2270,39.98102348,116.34399699,48.4734,39.98100028,116.34400024,50.2054,3.1580,0.0433,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,114
1779301527.5211,0.0000,0.0000,0.2270,39.98100191,116.34399343,48.0048,39.98100034,116.34399984,50.2427,2.3016,0.0436,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,115
1779301527.6211,0.0000,0.0000,0.2270,39.98100152,116.34399724,51.0984,39.98099985,116.34400027,50.2730,0.9183,0.0542,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,115
1779301527.7211,0.0000,0.0000,0.2270,39.98100913,116.34402315,48.9626,39.98099991,116.34399964,50.2288,2.5553,0.0322,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,116
1779301527.8210,0.0000,0.0000,0.2270,39.98100667,116.34396890,52.1582,39.98099982,116.34400020,50.2032,3.3641,0.0358,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,116
1779301527.9212,0.0000,0.0000,0.2270,39.98099793,116.34400527,50.8916,39.98100029,116.34400021,50.1930,0.8348,0.0505,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,117
1779301528.0210,0.0000,0.0000,0.2270,39.98099510,116.34400390,50.0790,39.98100026,116.34400030,50.2690,0.6555,0.0573,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,117
1779301528.1210,0.0000,0.0000,0.2270,39.98099852,116.34400748,49.8477,39.98100036,116.34399939,50.2173,0.7607,0.0665,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,118
1779301528.2211,0.0000,0.0000,0.2270,39.98100915,116.34400890,48.3590,39.98100042,116.34399968,50.2357,2.2589,0.0547,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,118
1779301528.3211,0.0000,0.0000,0.2270,39.98099830,116.34398979,51.8564,39.98099960,116.34400033,50.2760,1.8572,0.0716,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,119
1779301528.4212,0.0000,0.0000,0.2270,39.98099795,116.34401699,48.4394,39.98100013,116.34400037,50.1833,2.3126,0.0558,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,119
1779301528.5210,0.0000,0.0000,0.2270,39.98104212,116.34399592,50.2518,39.98099973,116.34399974,50.2802,4.7022,0.0651,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,120
1779301528.6212,0.0000,0.0000,0.2270,39.98101896,116.34401491,50.5993,39.98099977,116.34400044,50.2319,2.4925,0.0457,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,120
1779301528.7211,0.0000,0.0000,0.2270,39.98101863,116.34400505,50.7053,39.98100002,116.34399978,50.1767,2.1712,0.0537,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,121
1779301528.8211,0.0000,0.0000,0.2270,39.98101120,116.34395919,49.6649,39.98100022,116.34399991,50.2689,3.7405,0.0494,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,121
1779301528.9211,0.0000,0.0000,0.2270,39.98102598,116.34400940,50.9810,39.98100006,116.34400011,50.1884,3.0945,0.0403,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,122
1779301529.0211,0.0000,0.0000,0.2270,39.98096705,116.34401681,49.3476,39.98099979,116.34400001,50.2134,4.0355,0.0273,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,122
1779301529.1211,0.0000,0.0000,0.2270,39.98101488,116.34403235,49.1983,39.98099966,116.34399983,50.2481,3.3783,0.0460,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,123
1779301529.2211,0.0000,0.0000,0.2270,39.98097350,116.34399561,50.3782,39.98100026,116.34400015,50.2248,2.9772,0.0318,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,123
1779301529.3216,0.0000,0.0000,0.2270,39.98102676,116.34399345,50.2369,39.98099985,116.34400025,50.2477,3.0314,0.0340,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,124
1779301529.4211,0.0000,0.0000,0.2270,39.98099377,116.34397440,48.4146,39.98100034,116.34399979,50.2086,2.9211,0.0455,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,124
1779301529.5211,0.0000,0.0000,0.2270,39.98102044,116.34401263,50.1856,39.98100014,116.34400035,50.2305,2.5184,0.0340,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,125
1779301529.6211,0.0000,0.0000,0.2270,39.98102479,116.34401319,49.2711,39.98099973,116.34399966,50.2568,3.1301,0.0515,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,125
1779301529.7211,0.0000,0.0000,0.2270,39.98099276,116.34401986,47.0230,39.98100015,116.34399976,50.2250,3.7127,0.0262,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,126
1779301529.8211,0.0000,0.0000,0.2270,39.98099295,116.34400317,51.7481,39.98100016,116.34400012,50.2318,1.7330,0.0209,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,126
1779301529.9211,0.0000,0.0000,0.2270,39.98100618,116.34400922,48.8349,39.98100021,116.34400013,50.2617,1.7406,0.0435,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,127
1779301530.0211,0.0000,0.0000,0.2270,39.98098699,116.34400732,49.0100,39.98100005,116.34399985,50.2233,1.9917,0.0147,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,127
1779301530.1211,0.0000,0.0000,0.2270,39.98098478,116.34398024,47.0792,39.98099996,116.34399890,50.2966,3.9524,0.1167,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,128
1779301530.2212,0.0000,0.0000,0.2270,39.98098682,116.34403160,50.4519,39.98099965,116.34399948,50.1911,3.0769,0.0691,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,128
1779301530.3211,0.0000,0.0000,0.2270,39.98099754,116.34399603,50.6061,39.98099991,116.34400023,50.2281,0.5771,0.0223,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,129
1779301530.4211,0.0000,0.0000,0.2270,39.98098188,116.34398077,47.9785,39.98099991,116.34400023,50.1709,3.4373,0.0603,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,129
1779301530.5211,0.0000,0.0000,0.2270,39.98098317,116.34399889,52.7176,39.98100018,116.34399980,50.2597,3.1178,0.0423,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,130
1779301530.6211,0.0000,0.0000,0.2270,39.98100102,116.34398321,51.0572,39.98100010,116.34400004,50.1871,1.6595,0.0415,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,130
1779301530.7211,0.0000,0.0000,0.2270,39.98099345,116.34400974,50.7512,39.98100018,116.34400032,50.2375,1.2236,0.0357,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,131
1779301530.8212,0.0000,0.0000,0.2270,39.98100928,116.34401129,52.4703,39.98100004,116.34399999,50.2550,2.6507,0.0284,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,131
1779301530.9212,0.0000,0.0000,0.2270,39.98098201,116.34399138,50.9668,39.98099967,116.34399993,50.2420,2.2583,0.0397,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,132
1779301531.0212,0.0000,0.0000,0.2270,39.98097804,116.34402517,51.7605,39.98099989,116.34399911,50.2822,3.5967,0.0948,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,132
1779301531.1210,0.0000,0.0000,0.2270,39.98100121,116.34399423,51.3713,39.98100002,116.34399940,50.2289,1.2531,0.0516,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,133
1779301531.2210,0.0000,0.0000,0.2270,39.98098335,116.34403275,49.6547,39.98099972,116.34399967,50.2608,3.4010,0.0537,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,133
1779301531.3210,0.0000,0.0000,0.2270,39.98099251,116.34400047,49.4502,39.98099987,116.34399980,50.1891,1.1399,0.0439,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,134
1779301531.4210,0.0000,0.0000,0.2270,39.98099516,116.34399545,49.0903,39.98100006,116.34400005,50.2103,1.3164,0.0188,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,134
1779301531.5212,0.0000,0.0000,0.2270,39.98102909,116.34399747,53.4076,39.98099975,116.34399963,50.1952,4.5440,0.0526,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,135
1779301531.6212,0.0000,0.0000,0.2270,39.98099463,116.34401859,50.5865,39.98100000,116.34400070,50.2482,1.7322,0.0635,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300,True,0.9500,0.0000,135
