ros_time_sec,ground_truth_x,ground_truth_y,ground_truth_z,raw_gnss_lat,raw_gnss_lon,raw_gnss_alt,rtk_lat,rtk_lon,rtk_alt,raw_gnss_error_m,rtk_error_m,raw_gnss_std_m,rtk_std_m,improvement_pct,rtk_status_code,rtk_status_name,rtk_accuracy_m
1780475524.3558,0.0267,-0.0140,50.1973,,,,,,,0.0000,0.0000,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475524.4558,0.0266,-0.0106,50.1967,39.98098586,116.34400567,101.3230,39.98097358,116.34401685,98.2440,1.9773,3.7908,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475524.5557,0.0263,-0.0076,50.1963,39.98099564,116.34400256,100.1715,39.98101175,116.34398531,101.3633,0.5123,2.1768,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475524.6557,0.0257,-0.0049,50.1963,39.98101512,116.34400147,100.8976,39.98100490,116.34398520,98.7580,1.8332,2.0090,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475524.7558,0.0250,-0.0025,50.1966,39.98099928,116.34401575,99.9190,39.98101643,116.34398833,99.9645,1.3486,2.1118,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475524.8557,0.0240,-0.0006,50.1972,39.98099523,116.34399276,100.9950,39.98100554,116.34400672,100.8428,1.1530,1.0495,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475524.9558,0.0229,0.0009,50.1981,39.98099452,116.34403794,99.4288,39.98100829,116.34398597,101.8907,3.3589,2.2829,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.0558,0.0225,0.0014,50.1985,39.98098869,116.34399827,98.9614,39.98101002,116.34401171,101.0128,1.7739,1.6909,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.1557,0.0202,0.0030,50.2005,39.98100314,116.34398856,100.3735,39.98101175,116.34400411,100.5338,1.0717,1.3888,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.2557,0.0185,0.0036,50.2021,39.98100094,116.34401217,100.6342,39.98098039,116.34401134,99.7210,1.1115,2.4298,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.3557,0.0169,0.0039,50.2038,39.98099142,116.34399195,99.7894,39.98098837,116.34402651,101.6545,1.2596,2.9706,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.4557,0.0151,0.0039,50.2059,39.98099552,116.34397060,100.4480,39.98100962,116.34401051,101.3939,2.5854,1.8242,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.5557,0.0133,0.0037,50.2080,39.98099381,116.34399404,101.4928,39.98098285,116.34399681,98.5059,1.5527,2.5756,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.6557,0.0115,0.0033,50.2103,39.98100673,116.34398399,100.4217,39.98099428,116.34401230,100.4459,1.5824,1.2410,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.7557,0.0099,0.0026,50.2124,39.98099586,116.34401114,100.8954,39.98099514,116.34398849,99.6377,1.2511,1.2690,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.8556,0.0079,0.0012,50.2152,39.98100658,116.34397909,99.5083,39.98100650,116.34400034,100.8822,2.0608,0.9844,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475525.9556,0.0067,-0.0001,50.2173,39.98099868,116.34401179,99.5802,39.98097727,116.34399869,98.0445,1.1921,3.3365,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.0556,0.0056,-0.0016,50.2193,39.98098656,116.34397682,100.8169,39.98099490,116.34398416,102.1661,2.5561,2.4422,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.1557,0.0051,-0.0026,50.2206,39.98100992,116.34399380,98.8189,39.98098718,116.34399645,99.7108,1.8630,1.5441,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.2556,0.0043,-0.0049,50.2233,39.98097670,116.34401484,100.8722,39.98099197,116.34400424,98.0515,2.9541,2.3720,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.3556,0.0039,-0.0067,50.2254,39.98099282,116.34400132,100.5723,39.98102154,116.34400043,99.8643,0.8743,2.4296,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.4557,0.0037,-0.0084,50.2274,39.98100236,116.34398205,100.5554,39.98101119,116.34402395,100.7607,1.5932,2.4520,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.5557,0.0036,-0.0100,50.2293,39.98098391,116.34402578,99.2678,39.98099467,116.34398375,98.1624,2.9864,2.5569,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.6557,0.0036,-0.0114,50.2309,39.98099692,116.34401121,98.0231,39.98100413,116.34398218,101.4865,2.4261,2.0304,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.7557,0.0035,-0.0125,50.2324,39.98103916,116.34403515,100.8525,39.98097117,116.34398264,100.6325,5.3349,3.5485,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
1780475526.8557,0.0034,-0.0133,50.2335,39.98099429,116.34398575,99.3142,39.98101425,116.34399757,100.4679,1.6487,1.6300,1.5000,1.5000,0.00,1,GNSS_ONLY,1.5000
