ros_time_sec,ground_truth_x,ground_truth_y,ground_truth_z,raw_gnss_lat,raw_gnss_lon,raw_gnss_alt,rtk_lat,rtk_lon,rtk_alt,raw_gnss_std_m,rtk_std_m,improvement_pct,rtk_status_code,rtk_status_name,rtk_accuracy_m
1779125487.0034,50.0000,28.0007,30.0000,39.98130738,116.34457933,80.7599,39.98128775,116.34458642,79.9176,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.0622,50.0000,32.5009,30.0000,39.98125576,116.34457602,79.2624,39.98125132,116.34458648,79.9814,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.1035,50.0000,28.5014,30.0000,39.98128434,116.34457463,81.6488,39.98129242,116.34458639,80.0680,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.1623,50.0000,33.0014,30.0000,39.98126555,116.34456763,81.0838,39.98125641,116.34458553,79.9254,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.2032,50.0000,28.9999,30.0000,39.98128791,116.34460436,81.0583,39.98129645,116.34458635,80.0135,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.2623,50.0000,33.5016,30.0000,39.98126148,116.34457823,78.0570,39.98125965,116.34458570,79.9875,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.3038,50.0000,29.5028,30.0000,39.98129586,116.34457766,78.6103,39.98130058,116.34458647,80.0135,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.3621,50.0000,34.0004,30.0000,39.98126929,116.34459740,80.7307,39.98126504,116.34458650,79.9896,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.4034,50.0000,30.0006,30.0000,39.98131911,116.34459147,77.5125,39.98130550,116.34458617,79.9910,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.4625,50.0000,34.5022,30.0000,39.98126511,116.34455360,79.5090,39.98126935,116.34458612,79.9867,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.5039,50.0000,30.5034,30.0000,39.98131590,116.34458547,79.5434,39.98131043,116.34458625,80.0072,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.5621,50.0000,35.0005,30.0000,39.98127401,116.34459456,80.0595,39.98127349,116.34458651,79.9408,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.6034,50.0000,31.0008,30.0000,39.98131432,116.34459098,80.2553,39.98131459,116.34458601,80.0280,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.6622,50.0000,35.5011,30.0000,39.98127766,116.34457013,80.7658,39.98127825,116.34458625,79.9929,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.7033,50.0000,31.5002,30.0000,39.98132799,116.34457070,81.2908,39.98131867,116.34458672,79.9932,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.7623,50.0000,36.0011,30.0000,39.98129059,116.34459102,80.5820,39.98128283,116.34458604,80.0614,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.8034,50.0000,32.0006,30.0000,39.98131992,116.34459003,82.2174,39.98132324,116.34458585,80.0003,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.8624,50.0000,36.5019,30.0000,39.98126729,116.34460162,78.0346,39.98128747,116.34458545,79.9665,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.9033,50.0000,32.5004,30.0000,39.98132549,116.34459465,80.4387,39.98132752,116.34458637,79.9898,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125487.9622,50.0000,37.0009,30.0000,39.98128263,116.34459452,79.7470,39.98129206,116.34458653,79.9581,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.0033,50.0000,33.0005,30.0000,39.98131777,116.34459770,82.1188,39.98133246,116.34458653,80.0047,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.0622,50.0000,37.5006,30.0000,39.98130559,116.34458249,79.4438,39.98129668,116.34458625,79.9831,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.1034,50.0000,33.5007,30.0000,39.98132078,116.34457533,78.4033,39.98133707,116.34458552,80.0543,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.1623,50.0000,38.0012,30.0000,39.98130738,116.34458394,80.4541,39.98130122,116.34458620,80.0320,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.2033,50.0000,34.0001,30.0000,39.98134496,116.34455086,78.4047,39.98134095,116.34458624,80.0163,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.2621,50.0000,38.5004,30.0000,39.98129487,116.34460418,78.2946,39.98130535,116.34458541,79.9826,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.3036,50.0000,34.5018,30.0000,39.98134025,116.34459915,79.4431,39.98134591,116.34458645,79.9664,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.3622,50.0000,39.0011,30.0000,39.98132687,116.34460190,81.7721,39.98131049,116.34458671,80.0519,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.4035,50.0000,35.0013,30.0000,39.98134754,116.34459216,77.2556,39.98135049,116.34458617,80.0013,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.4625,50.0000,39.5023,30.0000,39.98131056,116.34455296,80.9680,39.98131447,116.34458581,80.0129,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.5033,50.0000,35.5005,30.0000,39.98136869,116.34456693,77.1177,39.98135484,116.34458656,79.9642,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.5621,50.0000,40.0005,30.0000,39.98130520,116.34457591,81.2993,39.98131844,116.34458643,79.9879,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.6034,50.0000,36.0007,30.0000,39.98137676,116.34457099,77.9749,39.98135943,116.34458676,79.9761,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.6621,50.0000,40.5003,30.0000,39.98133136,116.34455007,81.0442,39.98132307,116.34458620,79.9346,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.7039,50.0000,36.5033,30.0000,39.98133953,116.34457949,78.8718,39.98136358,116.34458585,80.0600,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.7621,50.0000,41.0003,30.0000,39.98133122,116.34458716,77.3354,39.98132783,116.34458577,79.9986,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.8032,50.0000,36.9999,30.0000,39.98138349,116.34458458,82.7521,39.98136801,116.34458600,80.0117,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.8622,50.0000,41.5007,30.0000,39.98132919,116.34458140,78.8984,39.98133244,116.34458634,79.9973,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.9033,50.0000,37.5004,30.0000,39.98137124,116.34458636,80.9122,39.98137270,116.34458679,79.9400,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125488.9622,50.0000,42.0008,30.0000,39.98134090,116.34458261,80.3029,39.98133727,116.34458611,80.0041,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.0034,50.0000,38.0010,30.0000,39.98136682,116.34458433,77.3799,39.98137736,116.34458628,79.9682,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.0622,50.0000,42.5006,30.0000,39.98133943,116.34458539,79.0632,39.98134148,116.34458589,79.9932,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.1036,50.0000,38.5020,30.0000,39.98139479,116.34459024,80.1318,39.98138184,116.34458649,79.9929,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.1622,50.0000,43.0008,30.0000,39.98136425,116.34459159,80.7356,39.98134604,116.34458626,79.9953,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.2033,50.0000,39.0004,30.0000,39.98140141,116.34456146,79.8587,39.98138660,116.34458578,80.0188,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.2623,50.0000,43.5013,30.0000,39.98137429,116.34456393,80.9882,39.98135077,116.34458616,80.0048,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.3034,50.0000,39.5009,30.0000,39.98140405,116.34457294,81.4457,39.98139056,116.34458584,80.0160,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.3624,50.0000,44.0020,30.0000,39.98135390,116.34458845,77.9998,39.98135499,116.34458565,79.9219,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.4034,50.0000,40.0007,30.0000,39.98138883,116.34458978,81.9624,39.98139545,116.34458599,79.9881,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.4622,50.0000,44.5009,30.0000,39.98135358,116.34456990,80.5934,39.98135909,116.34458611,79.9799,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.5033,50.0000,40.5004,30.0000,39.98140865,116.34460239,82.8747,39.98139939,116.34458590,79.9702,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.5623,50.0000,45.0014,30.0000,39.98136943,116.34460419,77.9253,39.98136361,116.34458604,80.0203,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.6033,50.0000,41.0004,30.0000,39.98144276,116.34460655,80.5497,39.98140412,116.34458637,79.9457,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.6622,50.0000,45.5010,30.0000,39.98135358,116.34457557,77.8295,39.98136838,116.34458677,80.0114,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.7034,50.0000,41.5008,30.0000,39.98140641,116.34458073,81.4468,39.98140888,116.34458616,79.9941,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.7623,50.0000,46.0014,30.0000,39.98138731,116.34460156,78.3785,39.98137328,116.34458584,79.9979,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.8035,50.0000,42.0015,30.0000,39.98139915,116.34457456,79.7878,39.98141342,116.34458670,80.0055,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.8624,50.0000,46.5019,30.0000,39.98137944,116.34456588,81.5336,39.98137728,116.34458644,79.9860,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.9036,50.0000,42.5016,30.0000,39.98142990,116.34457926,79.6274,39.98141838,116.34458633,80.0286,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125489.9622,50.0000,47.0008,30.0000,39.98139237,116.34458783,81.3062,39.98138204,116.34458581,80.0259,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.0036,50.0000,43.0019,30.0000,39.98139911,116.34459068,78.9293,39.98142214,116.34458644,79.9846,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.0623,50.0000,47.5014,30.0000,39.98137218,116.34461080,78.8028,39.98138640,116.34458624,80.0149,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.1037,50.0000,43.5021,30.0000,39.98142939,116.34460219,80.7341,39.98142673,116.34458608,80.0032,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.1621,50.0000,48.0002,30.0000,39.98135798,116.34461170,78.7755,39.98139057,116.34458618,80.0020,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.2035,50.0000,44.0014,30.0000,39.98143379,116.34458568,83.3098,39.98143131,116.34458598,80.0321,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.2625,50.0000,48.5022,30.0000,39.98142677,116.34458789,79.4329,39.98139505,116.34458628,79.9895,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.3035,50.0000,44.5014,30.0000,39.98146165,116.34459069,81.6504,39.98143538,116.34458665,79.9758,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.3621,50.0000,49.0002,30.0000,39.98140507,116.34463372,78.9208,39.98139951,116.34458592,80.0281,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.4035,50.0000,45.0013,30.0000,39.98144189,116.34457976,79.9047,39.98143995,116.34458643,79.9677,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.4624,50.0000,49.5016,30.0000,39.98141235,116.34459011,80.4988,39.98140443,116.34458588,79.9777,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.5034,50.0000,45.5010,30.0000,39.98143196,116.34457700,81.9517,39.98144484,116.34458639,80.0374,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.5621,49.9998,50.0000,30.0000,39.98139911,116.34457363,82.9372,39.98140900,116.34458598,80.0084,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.6034,50.0000,46.0006,30.0000,39.98143276,116.34458090,80.5026,39.98144929,116.34458618,80.0152,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.6621,49.4999,50.0000,30.0000,39.98140535,116.34456778,81.4722,39.98141338,116.34458658,79.9515,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.7035,50.0000,46.5013,30.0000,39.98144939,116.34454970,79.8173,39.98144970,116.34458014,80.0165,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.7622,48.9992,50.0000,30.0000,39.98140518,116.34459894,78.5013,39.98141777,116.34458618,79.9443,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.8036,50.0000,47.0019,30.0000,39.98144935,116.34457126,79.6773,39.98144901,116.34457415,79.9947,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.8621,48.4995,50.0000,30.0000,39.98143037,116.34458776,81.6213,39.98142210,116.34458606,80.0131,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.9033,50.0000,47.5003,30.0000,39.98143947,116.34459227,80.0548,39.98144950,116.34456892,80.0533,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125490.9620,48.0000,50.0000,30.0000,39.98142689,116.34457093,80.0169,39.98142653,116.34458613,79.9554,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.0033,50.0000,48.0002,30.0000,39.98143880,116.34456435,80.1290,39.98144929,116.34456345,80.0051,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.0621,47.4998,50.0000,30.0000,39.98143900,116.34458882,83.2788,39.98143132,116.34458627,79.9677,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.1033,50.0000,48.5003,30.0000,39.98147158,116.34454602,81.3423,39.98144884,116.34455667,80.0083,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.1621,46.9998,50.0000,30.0000,39.98143157,116.34457030,81.8441,39.98143531,116.34458588,80.0283,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.2035,50.0000,49.0012,30.0000,39.98144079,116.34455965,77.6267,39.98144926,116.34455045,79.9881,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.2624,46.4982,50.0000,30.0000,39.98143904,116.34456794,81.0127,39.98144046,116.34458533,79.9645,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.3037,50.0000,49.5024,30.0000,39.98145248,116.34455095,81.6269,39.98144851,116.34454531,79.9765,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.3621,45.9998,50.0000,30.0000,39.98144206,116.34458860,80.7164,39.98144485,116.34458645,79.9936,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.4034,49.9992,50.0000,30.0000,39.98144302,116.34450680,80.6246,39.98144933,116.34453889,80.0273,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.4623,45.4985,50.0000,30.0000,39.98143804,116.34459243,77.7231,39.98144913,116.34458628,79.9961,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.5033,49.4998,50.0000,30.0000,39.98145806,116.34454256,79.7585,39.98144898,116.34453300,80.0175,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.5623,44.9986,50.0000,30.0000,39.98147984,116.34459257,81.4565,39.98144910,116.34458052,80.0226,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.6039,48.9965,50.0000,30.0000,39.98144341,116.34454868,81.7474,39.98144985,116.34452786,79.9775,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.6623,44.4989,50.0000,30.0000,39.98143680,116.34455733,79.5220,39.98144841,116.34457409,79.9870,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.7036,48.4981,50.0000,30.0000,39.98144251,116.34452817,82.9031,39.98144898,116.34452155,79.9794,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.7621,43.9997,50.0000,30.0000,39.98144207,116.34457006,77.4045,39.98144943,116.34456805,80.0385,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.8036,47.9984,50.0000,30.0000,39.98145461,116.34451075,83.3516,39.98144927,116.34451573,80.0377,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.8621,43.4996,50.0000,30.0000,39.98144931,116.34458275,76.4249,39.98144879,116.34456267,79.9963,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.9035,47.4988,50.0000,30.0000,39.98144254,116.34450499,80.5156,39.98144919,116.34450953,80.0195,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125491.9623,42.9988,50.0000,30.0000,39.98145334,116.34458181,81.5647,39.98144907,116.34455669,80.0404,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.0035,46.9988,50.0000,30.0000,39.98144659,116.34453011,76.9179,39.98144937,116.34450402,79.9709,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.0623,42.4987,50.0000,30.0000,39.98146379,116.34455304,81.3863,39.98144933,116.34455125,80.0186,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.1033,46.4999,50.0000,30.0000,39.98145182,116.34449757,78.2222,39.98144920,116.34449746,80.0097,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.1622,41.9990,50.0000,30.0000,39.98147033,116.34456640,82.3550,39.98144892,116.34454529,79.9827,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.2034,45.9992,50.0000,30.0000,39.98144522,116.34448265,79.2272,39.98144892,116.34449223,80.0237,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.2623,41.4987,50.0000,30.0000,39.98144790,116.34455000,78.4695,39.98144941,116.34453990,80.0484,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.3034,45.4993,50.0000,30.0000,39.98143974,116.34449537,80.0639,39.98144908,116.34448647,80.0237,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.3622,40.9990,50.0000,30.0000,39.98144219,116.34450645,81.0261,39.98144872,116.34453319,80.0201,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.4035,44.9986,50.0000,30.0000,39.98143657,116.34446255,80.2784,39.98144905,116.34448095,80.0440,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.4623,40.4989,50.0000,30.0000,39.98143353,116.34451193,79.3371,39.98144925,116.34452695,79.9707,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.5036,44.4983,50.0000,30.0000,39.98146236,116.34446694,80.4218,39.98144939,116.34447515,79.9725,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.5622,39.9991,50.0000,30.0000,39.98144438,116.34452678,76.4417,39.98144891,116.34452148,80.0473,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.6033,44.0000,50.0000,30.0000,39.98142973,116.34443898,81.6650,39.98144895,116.34446940,79.9810,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.6621,39.4995,50.0000,30.0000,39.98143790,116.34449037,78.7957,39.98144941,116.34451603,80.0221,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.7034,43.4993,50.0000,30.0000,39.98146443,116.34446484,83.1603,39.98144896,116.34446305,80.0197,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.7621,38.9996,50.0000,30.0000,39.98146300,116.34448319,78.4725,39.98144909,116.34450999,79.9713,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.8034,42.9995,50.0000,30.0000,39.98145288,116.34443992,81.4933,39.98144917,116.34445716,80.0171,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.8624,38.4980,50.0000,30.0000,39.98144793,116.34449722,79.0104,39.98144905,116.34450501,79.9863,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.9034,42.4991,50.0000,30.0000,39.98145591,116.34443076,78.5117,39.98144879,116.34445109,79.9953,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125492.9621,37.9995,50.0000,30.0000,39.98145036,116.34449101,81.4939,39.98144918,116.34449827,80.0020,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.0033,41.9999,50.0000,30.0000,39.98143146,116.34442334,79.7681,39.98144897,116.34444506,79.9768,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.0621,37.4997,50.0000,30.0000,39.98146698,116.34448463,80.9929,39.98144883,116.34449180,80.0090,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.1032,41.5003,50.0000,30.0000,39.98145703,116.34444539,78.6386,39.98144905,116.34443934,79.9909,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.1622,36.9992,50.0000,30.0000,39.98142309,116.34447706,79.9630,39.98144945,116.34448648,79.9614,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.2038,40.9971,50.0000,30.0000,39.98144762,116.34443199,80.1607,39.98144953,116.34443405,79.9999,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.2622,36.4992,50.0000,30.0000,39.98145039,116.34451265,78.4830,39.98144900,116.34448085,79.9967,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.3035,40.4987,50.0000,30.0000,39.98141961,116.34442575,79.1779,39.98144930,116.34442833,80.0075,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.3621,35.9997,50.0000,30.0000,39.98145568,116.34449252,81.8266,39.98144915,116.34447424,80.0555,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.4033,39.9999,50.0000,30.0000,39.98144502,116.34443796,79.0978,39.98144921,116.34442264,80.0241,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.4621,35.4996,50.0000,30.0000,39.98144125,116.34447111,80.0165,39.98144931,116.34446944,79.9487,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.5035,39.4988,50.0000,30.0000,39.98145644,116.34443666,79.8709,39.98144906,116.34441615,80.0133,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.5622,34.9990,50.0000,30.0000,39.98145758,116.34446006,78.4864,39.98144947,116.34446287,80.0163,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.6033,38.9997,50.0000,30.0000,39.98145112,116.34441461,79.7375,39.98144892,116.34441067,79.9513,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.6624,34.4981,50.0000,30.0000,39.98147870,116.34447269,80.7206,39.98144907,116.34445735,80.0236,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.7034,38.4993,50.0000,30.0000,39.98144259,116.34440363,79.5322,39.98144869,116.34440514,80.0150,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.7622,33.9992,50.0000,30.0000,39.98142788,116.34446778,77.7833,39.98144895,116.34445155,80.0268,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.8036,37.9980,50.0000,30.0000,39.98144783,116.34436992,79.9486,39.98144888,116.34439875,79.9410,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.8622,33.4994,50.0000,30.0000,39.98145625,116.34444848,81.5112,39.98144936,116.34444534,80.0146,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.9032,37.5001,50.0000,30.0000,39.98145548,116.34436090,83.4095,39.98144955,116.34439295,80.0055,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125493.9623,32.9988,50.0000,30.0000,39.98145429,116.34443834,78.7763,39.98144950,116.34443929,80.0412,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.0037,36.9979,50.0000,30.0000,39.98146577,116.34436804,81.5319,39.98144928,116.34438698,80.0298,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.0627,32.4964,50.0000,30.0000,39.98144114,116.34443694,79.3578,39.98144907,116.34443362,79.9907,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.1034,36.4995,50.0000,30.0000,39.98145047,116.34434156,79.2088,39.98144949,116.34438068,80.0086,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.1622,31.9989,50.0000,30.0000,39.98146315,116.34439424,79.1843,39.98144913,116.34442839,80.0061,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.2035,35.9985,50.0000,30.0000,39.98143706,116.34439587,78.5107,39.98144938,116.34437507,79.9601,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.2623,31.4985,50.0000,30.0000,39.98146025,116.34439269,79.0955,39.98144866,116.34442189,79.9796,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.3033,35.4997,50.0000,30.0000,39.98146169,116.34436914,78.8432,39.98144946,116.34436949,79.9729,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.3623,30.9986,50.0000,30.0000,39.98145200,116.34444321,79.1720,39.98144952,116.34441612,80.0440,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.4036,34.9984,50.0000,30.0000,39.98145258,116.34439357,81.5974,39.98144914,116.34436306,80.0002,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.4623,30.4988,50.0000,30.0000,39.98146543,116.34443035,79.5062,39.98144907,116.34441036,79.9763,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.5034,34.4991,50.0000,30.0000,39.98143247,116.34436380,78.2988,39.98144908,116.34435787,79.9911,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.5622,29.9990,50.0000,30.0000,39.98144223,116.34443329,80.4368,39.98144897,116.34440418,79.9941,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.6034,33.9992,50.0000,30.0000,39.98144868,116.34435700,79.8133,39.98144923,116.34435148,79.9715,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.6624,29.4981,50.0000,30.0000,39.98144266,116.34441805,80.1938,39.98144910,116.34439786,79.9670,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.7033,33.4998,50.0000,30.0000,39.98148179,116.34432860,80.3743,39.98144915,116.34434572,79.9803,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.7622,28.9992,50.0000,30.0000,39.98147080,116.34438923,81.2700,39.98144923,116.34439275,79.9959,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.8035,32.9986,50.0000,30.0000,39.98145601,116.34436750,77.3399,39.98144949,116.34434013,79.9934,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.8624,28.4981,50.0000,30.0000,39.98146626,116.34438038,79.4998,39.98144911,116.34438700,79.9481,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
1779125494.9035,32.4987,50.0000,30.0000,39.98142342,116.34435672,78.0808,39.98144914,116.34433373,79.9890,1.5000,0.0300,98.00,3,RTK_FIXED,0.0300
